run_id,timestamp_utc,project_id,iso3,country_name,condition,baseline_partner_count,bloc,region,model_key,model_id,model_version,latency_ms,decision,rationale,raw_response,error,prompt_tokens,completion_tokens,total_tokens
3c1c0101b2860a70,2025-10-06T15:36:46.681296+00:00,25,ALB,Albania,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5128,YES,The project involves the development,"YES
Rationale: The project involves the development",,754,298,1052
990c0802cf452390,2025-10-06T15:36:47.840028+00:00,8,RUS,Russian Federation,baseline_plus_one,3,BRICS,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,9443,YES,The project involves SONAR and underwater,"YES
Rationale: The project involves SONAR and underwater",,173,298,471
21f1a03e4fba3aa0,2025-10-06T15:36:48.732882+00:00,27,NOR,Norway,baseline_plus_one,11,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4588,YES,The project involves collaboration with,"YES
Rationale: The project involves collaboration with",,820,298,1118
7a059565d1ef963f,2025-10-06T15:36:49.695815+00:00,14,PYF,French Polynesia,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4078,YES,The project involves the transfer,"YES
Rationale: The project involves the transfer",,187,298,485
21a83d83d1d8c637,2025-10-06T15:36:54.542204+00:00,1,CHE,Switzerland,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4829,YES,The project involves the development of technology related,"YES
Rationale: The project involves the development of technology related",,415,298,713
11509aa8bbfca7b9,2025-10-06T15:36:57.933884+00:00,25,AUS,Australia,baseline_plus_one,0,FiveEyes,Oceania,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,10071,YES,The project focuses on the,"YES
Rationale: The project focuses on the",,754,298,1052
2c0cce4b0f634806,2025-10-06T15:36:59.311658+00:00,18,FRO,Faroe Islands,baseline_plus_one,31,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4751,YES,The project involves the development and,"YES
Rationale: The project involves the development and",,316,298,614
4d3248273fc86e42,2025-10-06T15:37:00.772081+00:00,12,AFG,Afghanistan,baseline_plus_one,5,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,12014,YES,The project involves collaboration with a public university,"YES
Rationale: The project involves collaboration with a public university",,187,298,485
5c2686e7eb215508,2025-10-06T15:37:02.563682+00:00,24,CHN,China,baseline_plus_one,3,BRICS,Asia,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4612,YES,The project involves the development and security evaluation,"YES
Rationale: The project involves the development and security evaluation",,271,298,569
1e8ee6ad11524ceb,2025-10-06T15:37:06.694713+00:00,18,MCO,Monaco,baseline_plus_one,31,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5918,YES,"The project focuses on developing ""cryptographic","YES
Rationale: The project focuses on developing ""cryptographic",,314,298,612
bfad2eb4ac1ad316,2025-10-06T15:37:07.267911+00:00,34,MAF,Saint Martin (French part),baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4693,YES,The project involves research and development,"YES
Rationale: The project involves research and development",,655,298,953
df977f2e4daf6700,2025-10-06T15:37:07.544760+00:00,1,SUR,Suriname,baseline_plus_one,0,Other,South America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,20860,,,"


",ParseError: decision not found,414,279,693
b4675dab0dfa3e3c,2025-10-06T15:37:11.518357+00:00,14,CCK,Cocos (Keeling) Islands,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4803,YES,The project involves collaboration with a,"YES
Rationale: The project involves collaboration with a",,192,298,490
37d8a4cc3fdb85d8,2025-10-06T15:37:12.177904+00:00,27,ZMB,Zambia,baseline_plus_one,11,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4549,YES,The project involves research,"YES
Rationale: The project involves research",,820,298,1118
f6d192f4fd5bbae6,2025-10-06T15:37:12.353936+00:00,10,TKM,Turkmenistan,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5063,YES,The project involves collaboration with a partner in,"YES
Rationale: The project involves collaboration with a partner in",,165,298,463
099799198e45bac5,2025-10-06T15:37:13.288670+00:00,26,CAN,Canada,baseline_plus_one,3,FiveEyes,North America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,13966,YES,The project involves developing a novel distributed,"YES
Rationale: The project involves developing a novel distributed",,464,298,762
66b83cfefc65977e,2025-10-06T15:37:16.278169+00:00,27,TJK,Tajikistan,baseline_plus_one,11,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4737,YES,The project involves collaboration with Wuhan University,"YES
Rationale: The project involves collaboration with Wuhan University",,820,298,1118
b6276854f62351e5,2025-10-06T15:37:16.609353+00:00,6,RUS,Russian Federation,baseline_plus_one,1,BRICS,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4401,YES,The project involves the development of advanced,"YES
Rationale: The project involves the development of advanced",,165,298,463
7b1fd7555bcb48ab,2025-10-06T15:37:17.671478+00:00,27,GRC,Greece,baseline_plus_one,11,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5141,YES,"The project involves collaboration with Wuhan University,","YES
Rationale: The project involves collaboration with Wuhan University,",,820,298,1118
f37984720e01bea1,2025-10-06T15:37:17.846108+00:00,10,BRN,Brunei Darussalam,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4546,YES,"The project involves ""cyber security""","YES
Rationale: The project involves ""cyber security""",,168,298,466
3770c35112551a79,2025-10-06T15:37:21.388989+00:00,34,PYF,French Polynesia,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5093,YES,The project involves research and development,"YES
Rationale: The project involves research and development",,652,298,950
a68dc50b5fee1edc,2025-10-06T15:37:21.537061+00:00,7,ISR,Israel,baseline_plus_one,3,Other,Asia,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4918,YES,The project develops technology for the,"YES
Rationale: The project develops technology for the",,185,298,483
a41700c87cb905d8,2025-10-06T15:37:22.094658+00:00,12,SVK,Slovakia,baseline_plus_one,5,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4082,NO,The project,"NO
Rationale: The project",,187,298,485
2c79a4d4b65e2856,2025-10-06T15:37:22.647114+00:00,12,---,(none),baseline,5,(n/a),(n/a),gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4955,NO,The project focuses on developing,"NO
Rationale: The project focuses on developing",,174,298,472
94c3c0b3729e87c1,2025-10-06T15:37:26.439782+00:00,26,ECU,Ecuador,baseline_plus_one,3,Other,South America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4691,YES,The project involves the development of novel distributed,"YES
Rationale: The project involves the development of novel distributed",,464,298,762
94150b0d85997fc2,2025-10-06T15:37:26.719494+00:00,18,LUX,Luxembourg,baseline_plus_one,31,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5326,YES,The project focuses on developing and using,"YES
Rationale: The project focuses on developing and using",,314,298,612
9debf40cf9f126cf,2025-10-06T15:37:27.696681+00:00,8,UZB,Uzbekistan,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5590,YES,"The project involves developing underwater surveillance networks,","YES
Rationale: The project involves developing underwater surveillance networks,",,172,298,470
d49487a4b0791792,2025-10-06T15:37:27.978465+00:00,14,AIA,Anguilla,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5307,YES,The project involves collaboration with ETH,"YES
Rationale: The project involves collaboration with ETH",,187,298,485
6751864846a57724,2025-10-06T15:37:31.666323+00:00,25,MEX,Mexico,baseline_plus_one,0,Other,North America,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4868,YES,The project involves the development and sharing,"YES
Rationale: The project involves the development and sharing",,754,298,1052
918fca5adc92f08b,2025-10-06T15:37:32.545314+00:00,10,AUS,Australia,baseline_plus_one,0,FiveEyes,Oceania,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4822,YES,"The project involves ""cyber security","YES
Rationale: The project involves ""cyber security",,165,298,463
9e5d20a43e780617,2025-10-06T15:37:32.926685+00:00,6,SWE,Sweden,baseline_plus_one,1,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,6469,YES,The project involves dynamic encryption and its application,"YES
Rationale: The project involves dynamic encryption and its application",,164,298,462
06d3d5abf6c81c26,2025-10-06T15:37:33.394576+00:00,2,STP,Sao Tome and Principe,baseline_plus_one,5,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5334,YES,The project involves the development,"YES
Rationale: The project involves the development",,174,298,472
8d4593687e4f65ea,2025-10-06T15:37:35.966522+00:00,12,ISL,Iceland,baseline_plus_one,5,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4275,NO,The project focuses on developing high,"NO
Rationale: The project focuses on developing high",,187,298,485
ee0eae4bad308bb4,2025-10-06T15:37:37.422749+00:00,2,IRQ,Iraq,baseline_plus_one,5,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4858,YES,The project involves collaboration with,"YES
Rationale: The project involves collaboration with",,171,298,469
15363455ce514f8f,2025-10-06T15:37:38.120421+00:00,26,KIR,Kiribati,baseline_plus_one,3,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4724,YES,The project focuses on developing a novel distributed,"YES
Rationale: The project focuses on developing a novel distributed",,465,298,763
551013f3629c6550,2025-10-06T15:37:38.229156+00:00,25,SMR,San Marino,baseline_plus_one,0,Other,Other,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5282,YES,The project involves the development and testing of,"YES
Rationale: The project involves the development and testing of",,755,298,1053
6a6e9b84101b0885,2025-10-06T15:37:40.856176+00:00,7,NZL,New Zealand,baseline_plus_one,3,FiveEyes,Oceania,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4861,YES,The project involves developing methods,"YES
Rationale: The project involves developing methods",,186,298,484
96824f523dc0022c,2025-10-06T15:37:43.051974+00:00,24,GRC,Greece,baseline_plus_one,3,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,4592,YES,The project involves the development and evaluation,"YES
Rationale: The project involves the development and evaluation",,271,298,569
196c86c890391ff5,2025-10-06T15:37:43.309925+00:00,10,ROU,Romania,baseline_plus_one,0,EU,Europe,gemini2.5,google/gemini-2.5-pro,google/gemini-2.5-pro,5181,YES,"The project involves ""cyber","YES
Rationale: The project involves ""cyber",,165,298,463
