model_key,iso3,country_name,bloc,region,a,b1p0,b0p1,d,n_total,n_discordant,p,effect_delta,effect_rate,rank_in_model,p_adj
chatgpt-4o,COG,Congo,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,0.1836734693877551
chatgpt-4o,COK,Cook Islands,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46,0.18775510204081633
chatgpt-4o,COL,Colombia,Other,South America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,0.19183673469387755
chatgpt-4o,COM,Comoros,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48,0.19591836734693877
chatgpt-4o,CPV,Cabo Verde,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,0.2
chatgpt-4o,CRI,Costa Rica,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50,0.20408163265306123
chatgpt-4o,CUB,Cuba,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51,0.20816326530612245
chatgpt-4o,CUW,Curaçao,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,52,0.21224489795918366
chatgpt-4o,CXR,Christmas Island,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,0.2163265306122449
chatgpt-4o,CYM,Cayman Islands,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54,0.22040816326530613
chatgpt-4o,CYP,Cyprus,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55,0.22448979591836735
chatgpt-4o,CZE,Czechia,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56,0.22857142857142856
chatgpt-4o,DEU,Germany,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57,0.23265306122448978
chatgpt-4o,DJI,Djibouti,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58,0.23673469387755103
chatgpt-4o,DMA,Dominica,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,0.24081632653061225
chatgpt-4o,DNK,Denmark,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60,0.24489795918367346
chatgpt-4o,DOM,Dominican Republic,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61,0.24897959183673468
chatgpt-4o,DZA,Algeria,Other,Africa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62,0.2530612244897959
chatgpt-4o,ECU,Ecuador,Other,South America,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,63,0.2571428571428571
chatgpt-4o,EGY,Egypt,Other,Africa,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,64,0.2612244897959184
chatgpt-4o,ERI,Eritrea,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,65,0.2653061224489796
chatgpt-4o,ESH,Western Sahara,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66,0.2693877551020408
chatgpt-4o,ESP,Spain,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67,0.27346938775510204
chatgpt-4o,EST,Estonia,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68,0.27755102040816326
chatgpt-4o,ETH,Ethiopia,Other,Africa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69,0.2816326530612245
chatgpt-4o,FIN,Finland,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,0.2857142857142857
chatgpt-4o,FJI,Fiji,Other,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71,0.2897959183673469
chatgpt-4o,FLK,Falkland Islands (Malvinas),Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72,0.2938775510204082
chatgpt-4o,FRA,France,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73,0.2979591836734694
chatgpt-4o,FRO,Faroe Islands,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,74,0.3020408163265306
chatgpt-4o,FSM,"Micronesia, Federated States of",Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,75,0.30612244897959184
chatgpt-4o,GAB,Gabon,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76,0.31020408163265306
chatgpt-4o,GBR,United Kingdom,FiveEyes,Europe,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,77,0.3142857142857143
chatgpt-4o,GEO,Georgia,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,78,0.3183673469387755
chatgpt-4o,GGY,Guernsey,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79,0.3224489795918367
chatgpt-4o,GHA,Ghana,Other,Africa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80,0.32653061224489793
chatgpt-4o,GIB,Gibraltar,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81,0.3306122448979592
chatgpt-4o,GIN,Guinea,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82,0.3346938775510204
chatgpt-4o,GMB,Gambia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83,0.33877551020408164
chatgpt-4o,GNB,Guinea-Bissau,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,84,0.34285714285714286
chatgpt-4o,GNQ,Equatorial Guinea,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,0.3469387755102041
chatgpt-4o,GRC,Greece,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86,0.3510204081632653
chatgpt-4o,GRD,Grenada,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,87,0.3551020408163265
chatgpt-4o,GRL,Greenland,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,88,0.35918367346938773
chatgpt-4o,GTM,Guatemala,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,0.363265306122449
chatgpt-4o,GUF,French Guiana,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90,0.3673469387755102
chatgpt-4o,GUM,Guam,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91,0.37142857142857144
chatgpt-4o,GUY,Guyana,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92,0.37551020408163266
chatgpt-4o,HKG,Hong Kong,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93,0.3795918367346939
chatgpt-4o,HMD,Heard Island and McDonald Islands,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94,0.3836734693877551
chatgpt-4o,HND,Honduras,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95,0.3877551020408163
chatgpt-4o,HRV,Croatia,EU,Europe,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,96,0.39183673469387753
chatgpt-4o,HTI,Haiti,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97,0.39591836734693875
chatgpt-4o,HUN,Hungary,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98,0.4
chatgpt-4o,IDN,Indonesia,Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99,0.40408163265306124
chatgpt-4o,IMN,Isle of Man,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,0.40816326530612246
chatgpt-4o,IND,India,BRICS,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,0.4122448979591837
chatgpt-4o,IOT,British Indian Ocean Territory,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102,0.4163265306122449
chatgpt-4o,IRL,Ireland,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103,0.4204081632653061
chatgpt-4o,IRN,"Iran, Islamic Republic of",Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104,0.42448979591836733
chatgpt-4o,IRQ,Iraq,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105,0.42857142857142855
chatgpt-4o,ISL,Iceland,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,106,0.4326530612244898
chatgpt-4o,ISR,Israel,Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,0.43673469387755104
chatgpt-4o,ITA,Italy,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108,0.44081632653061226
chatgpt-4o,JAM,Jamaica,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109,0.4448979591836735
chatgpt-4o,JEY,Jersey,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,110,0.4489795918367347
chatgpt-4o,JOR,Jordan,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111,0.4530612244897959
chatgpt-4o,JPN,Japan,Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112,0.45714285714285713
chatgpt-4o,KAZ,Kazakhstan,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,0.46122448979591835
chatgpt-4o,KEN,Kenya,Other,Africa,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,114,0.46530612244897956
chatgpt-4o,KGZ,Kyrgyzstan,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,115,0.46938775510204084
chatgpt-4o,KHM,Cambodia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,116,0.47346938775510206
chatgpt-4o,KIR,Kiribati,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117,0.4775510204081633
chatgpt-4o,KNA,Saint Kitts and Nevis,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,118,0.4816326530612245
chatgpt-4o,KOR,"Korea, Republic of",Other,Asia,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,119,0.4857142857142857
chatgpt-4o,KWT,Kuwait,GCC,Asia,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,120,0.4897959183673469
chatgpt-4o,LAO,Lao People's Democratic Republic,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,121,0.49387755102040815
chatgpt-4o,LBN,Lebanon,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,122,0.49795918367346936
chatgpt-4o,LBR,Liberia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123,0.5020408163265306
chatgpt-4o,LBY,Libya,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,124,0.5061224489795918
chatgpt-4o,LCA,Saint Lucia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,125,0.5102040816326531
chatgpt-4o,LIE,Liechtenstein,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126,0.5142857142857142
chatgpt-4o,LKA,Sri Lanka,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,127,0.5183673469387755
chatgpt-4o,LSO,Lesotho,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,128,0.5224489795918368
chatgpt-4o,LTU,Lithuania,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,129,0.5265306122448979
chatgpt-4o,LUX,Luxembourg,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,130,0.5306122448979592
chatgpt-4o,LVA,Latvia,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131,0.5346938775510204
chatgpt-4o,MAC,Macao,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,132,0.5387755102040817
chatgpt-4o,MAF,Saint Martin (French part),Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,133,0.5428571428571428
chatgpt-4o,MAR,Morocco,Other,Africa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,134,0.5469387755102041
chatgpt-4o,MCO,Monaco,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,135,0.5510204081632653
chatgpt-4o,MDA,"Moldova, Republic of",Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136,0.5551020408163265
chatgpt-4o,MDG,Madagascar,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,137,0.5591836734693878
chatgpt-4o,MDV,Maldives,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,138,0.563265306122449
chatgpt-4o,MEX,Mexico,Other,North America,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,139,0.5673469387755102
chatgpt-4o,MHL,Marshall Islands,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,140,0.5714285714285714
chatgpt-4o,MKD,North Macedonia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,141,0.5755102040816327
chatgpt-4o,MLI,Mali,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142,0.5795918367346938
chatgpt-4o,MLT,Malta,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143,0.5836734693877551
chatgpt-4o,MMR,Myanmar,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144,0.5877551020408164
chatgpt-4o,MNE,Montenegro,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145,0.5918367346938775
chatgpt-4o,MNG,Mongolia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,146,0.5959183673469388
chatgpt-4o,MNP,Northern Mariana Islands,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,147,0.6
chatgpt-4o,MOZ,Mozambique,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,148,0.6040816326530613
chatgpt-4o,MRT,Mauritania,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,149,0.6081632653061224
chatgpt-4o,MSR,Montserrat,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,150,0.6122448979591837
chatgpt-4o,MTQ,Martinique,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,151,0.6163265306122448
chatgpt-4o,MUS,Mauritius,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,152,0.6204081632653061
chatgpt-4o,MWI,Malawi,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,153,0.6244897959183674
chatgpt-4o,MYS,Malaysia,Other,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,154,0.6285714285714286
chatgpt-4o,MYT,Mayotte,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,155,0.6326530612244898
chatgpt-4o,NAM,Namibia,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,156,0.636734693877551
chatgpt-4o,NCL,New Caledonia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,157,0.6408163265306123
chatgpt-4o,NER,Niger,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,158,0.6448979591836734
chatgpt-4o,NFK,Norfolk Island,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,159,0.6489795918367347
chatgpt-4o,NGA,Nigeria,Other,Africa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,160,0.6530612244897959
chatgpt-4o,NIC,Nicaragua,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,161,0.6571428571428571
chatgpt-4o,NIU,Niue,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,162,0.6612244897959184
chatgpt-4o,NLD,Netherlands,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,163,0.6653061224489796
chatgpt-4o,NOR,Norway,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,164,0.6693877551020408
chatgpt-4o,NPL,Nepal,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,165,0.673469387755102
chatgpt-4o,NRU,Nauru,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,166,0.6775510204081633
chatgpt-4o,NZL,New Zealand,FiveEyes,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,167,0.6816326530612244
chatgpt-4o,OMN,Oman,GCC,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,168,0.6857142857142857
chatgpt-4o,PAK,Pakistan,Other,Asia,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,169,0.689795918367347
chatgpt-4o,PAN,Panama,Other,Other,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,170,0.6938775510204082
chatgpt-4o,PCN,Pitcairn,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,171,0.6979591836734694
chatgpt-4o,PER,Peru,Other,South America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,172,0.7020408163265306
chatgpt-4o,PHL,Philippines,Other,Asia,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,173,0.7061224489795919
chatgpt-4o,PLW,Palau,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174,0.710204081632653
chatgpt-4o,PNG,Papua New Guinea,Other,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,175,0.7142857142857143
chatgpt-4o,POL,Poland,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,176,0.7183673469387755
chatgpt-4o,PRI,Puerto Rico,Other,Other,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,177,0.7224489795918367
chatgpt-4o,PRK,"Korea, Democratic People's Republic of",Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,178,0.726530612244898
chatgpt-4o,PRT,Portugal,EU,Europe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,179,0.7306122448979592
chatgpt-4o,PRY,Paraguay,Other,South America,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,180,0.7346938775510204
chatgpt-4o,PSE,"Palestine, State of",Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,181,0.7387755102040816
chatgpt-4o,PYF,French Polynesia,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,182,0.7428571428571429
chatgpt-4o,QAT,Qatar,GCC,Asia,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,183,0.746938775510204
chatgpt-4o,REU,Réunion,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,184,0.7510204081632653
chatgpt-4o,ROU,Romania,EU,Europe,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,185,0.7551020408163265
chatgpt-4o,RUS,Russian Federation,BRICS,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,186,0.7591836734693878
chatgpt-4o,RWA,Rwanda,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,187,0.763265306122449
chatgpt-4o,SAU,Saudi Arabia,GCC,Asia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,188,0.7673469387755102
chatgpt-4o,SDN,Sudan,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,189,0.7714285714285715
chatgpt-4o,SEN,Senegal,Other,Other,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,190,0.7755102040816326
