model_key,iso3,country_name,bloc,region,a,b1p0,b0p1,d,n_total,n_discordant,p,effect_delta,effect_rate,rank_in_model,p_adj
chatgpt-4o,LKA,Sri Lanka,Other,Other,2.0,4.0,1.0,8.0,15.0,5.0,0.375,-3.0,-0.2,16,0.024096385542168676
chatgpt-4o,MAR,Morocco,Other,Africa,2.0,4.0,1.0,8.0,15.0,5.0,0.375,-3.0,-0.2,17,0.025602409638554216
chatgpt-4o,NER,Niger,Other,Other,2.0,4.0,1.0,8.0,15.0,5.0,0.375,-3.0,-0.2,18,0.02710843373493976
chatgpt-4o,NIC,Nicaragua,Other,Other,2.0,4.0,1.0,8.0,15.0,5.0,0.375,-3.0,-0.2,19,0.0286144578313253
chatgpt-4o,TCD,Chad,Other,Other,2.0,4.0,1.0,8.0,15.0,5.0,0.375,-3.0,-0.2,20,0.030120481927710843
chatgpt-4o,UGA,Uganda,Other,Africa,2.0,4.0,1.0,8.0,15.0,5.0,0.375,-3.0,-0.2,21,0.03162650602409638
chatgpt-4o,VNM,Viet Nam,Other,Asia,2.0,4.0,1.0,8.0,15.0,5.0,0.375,-3.0,-0.2,22,0.03313253012048193
chatgpt-4o,CHN,China,BRICS,Asia,2.0,4.0,8.0,1.0,15.0,12.0,0.3876953125,4.0,0.26666666666666666,23,0.03581121360441767
chatgpt-4o,CUB,Cuba,Other,Other,2.0,4.0,8.0,1.0,15.0,12.0,0.3876953125,4.0,0.26666666666666666,24,0.037368222891566265
chatgpt-4o,ERI,Eritrea,Other,Other,2.0,4.0,8.0,1.0,15.0,12.0,0.3876953125,4.0,0.26666666666666666,25,0.03892523217871486
chatgpt-4o,LBY,Libya,Other,Other,2.0,4.0,8.0,1.0,15.0,12.0,0.3876953125,4.0,0.26666666666666666,26,0.040482241465863454
chatgpt-4o,VEN,"Venezuela, Bolivarian Republic of",Other,South America,2.0,4.0,8.0,1.0,15.0,12.0,0.3876953125,4.0,0.26666666666666666,27,0.04203925075301205
chatgpt-4o,SDN,Sudan,Other,Other,1.0,5.0,9.0,0.0,15.0,14.0,0.4239501953125,4.0,0.26666666666666666,28,0.04767311433232932
chatgpt-4o,SGS,South Georgia and the South Sandwich Islands,Other,Other,4.0,2.0,0.0,9.0,15.0,2.0,0.5,-2.0,-0.13333333333333333,29,0.05823293172690763
chatgpt-4o,WSM,Samoa,Other,Other,4.0,2.0,0.0,9.0,15.0,2.0,0.5,-2.0,-0.13333333333333333,30,0.060240963855421686
chatgpt-4o,IRN,"Iran, Islamic Republic of",Other,Asia,1.0,5.0,8.0,1.0,15.0,13.0,0.5810546875,3.0,0.2,31,0.07234014181726908
chatgpt-4o,IRQ,Iraq,Other,Other,1.0,5.0,8.0,1.0,15.0,13.0,0.5810546875,3.0,0.2,32,0.07467369477911646
chatgpt-4o,PRK,"Korea, Democratic People's Republic of",Other,Other,1.0,5.0,8.0,1.0,15.0,13.0,0.5810546875,3.0,0.2,33,0.07700724774096386
chatgpt-4o,RUS,Russian Federation,BRICS,Other,1.0,5.0,8.0,1.0,15.0,13.0,0.5810546875,3.0,0.2,34,0.07934080070281124
chatgpt-4o,SSD,South Sudan,Other,Other,1.0,5.0,8.0,1.0,15.0,13.0,0.5810546875,3.0,0.2,35,0.08167435366465864
chatgpt-4o,SYR,Syrian Arab Republic,Other,Other,1.0,5.0,8.0,1.0,15.0,13.0,0.5810546875,3.0,0.2,36,0.08400790662650602
chatgpt-4o,AGO,Angola,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,37,0.0928714859437751
chatgpt-4o,ALB,Albania,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,38,0.09538152610441768
chatgpt-4o,BFA,Burkina Faso,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,39,0.09789156626506024
chatgpt-4o,BHS,Bahamas,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,40,0.10040160642570281
chatgpt-4o,BIH,Bosnia and Herzegovina,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,41,0.10291164658634538
chatgpt-4o,BLZ,Belize,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,42,0.10542168674698796
chatgpt-4o,CAF,Central African Republic,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,43,0.10793172690763052
chatgpt-4o,CCK,Cocos (Keeling) Islands,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,44,0.11044176706827309
chatgpt-4o,CIV,Côte d'Ivoire,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,45,0.11295180722891567
chatgpt-4o,COG,Congo,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,46,0.11546184738955824
chatgpt-4o,COM,Comoros,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,47,0.1179718875502008
chatgpt-4o,CXR,Christmas Island,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,48,0.12048192771084337
chatgpt-4o,DJI,Djibouti,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,49,0.12299196787148595
chatgpt-4o,ETH,Ethiopia,Other,Africa,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,50,0.12550200803212852
chatgpt-4o,GAB,Gabon,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,51,0.1280120481927711
chatgpt-4o,GMB,Gambia,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,52,0.13052208835341367
chatgpt-4o,HTI,Haiti,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,53,0.1330321285140562
chatgpt-4o,IOT,British Indian Ocean Territory,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,54,0.1355421686746988
chatgpt-4o,KNA,Saint Kitts and Nevis,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,55,0.13805220883534136
chatgpt-4o,MDA,"Moldova, Republic of",Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,56,0.14056224899598393
chatgpt-4o,MNE,Montenegro,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,57,0.1430722891566265
chatgpt-4o,MOZ,Mozambique,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,58,0.14558232931726908
chatgpt-4o,MRT,Mauritania,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,59,0.14809236947791166
chatgpt-4o,OMN,Oman,GCC,Asia,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,60,0.15060240963855423
chatgpt-4o,PSE,"Palestine, State of",Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,61,0.15311244979919678
chatgpt-4o,RWA,Rwanda,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,62,0.15562248995983935
chatgpt-4o,SEN,Senegal,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,63,0.15813253012048192
chatgpt-4o,SLV,El Salvador,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,64,0.1606425702811245
chatgpt-4o,SRB,Serbia,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,65,0.16315261044176707
chatgpt-4o,SYC,Seychelles,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,66,0.16566265060240964
chatgpt-4o,TGO,Togo,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,67,0.16817269076305222
chatgpt-4o,THA,Thailand,Other,Asia,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,68,0.1706827309236948
chatgpt-4o,TON,Tonga,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,69,0.17319277108433734
chatgpt-4o,TUR,Türkiye,Other,Asia,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,70,0.1757028112449799
chatgpt-4o,TZA,"Tanzania, United Republic of",Other,Africa,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,71,0.17821285140562249
chatgpt-4o,UKR,Ukraine,Other,Other,3.0,3.0,1.0,8.0,15.0,4.0,0.625,-2.0,-0.13333333333333333,72,0.18072289156626506
chatgpt-4o,ARE,United Arab Emirates,GCC,Asia,2.0,4.0,2.0,7.0,15.0,6.0,0.6875,-2.0,-0.13333333333333333,73,0.2015562248995984
chatgpt-4o,EGY,Egypt,Other,Africa,2.0,4.0,2.0,7.0,15.0,6.0,0.6875,-2.0,-0.13333333333333333,74,0.2043172690763052
chatgpt-4o,GNB,Guinea-Bissau,Other,Other,2.0,4.0,2.0,7.0,15.0,6.0,0.6875,-2.0,-0.13333333333333333,75,0.20707831325301204
chatgpt-4o,HKG,Hong Kong,Other,Other,2.0,4.0,2.0,7.0,15.0,6.0,0.6875,-2.0,-0.13333333333333333,76,0.20983935742971888
chatgpt-4o,KHM,Cambodia,Other,Other,2.0,4.0,2.0,7.0,15.0,6.0,0.6875,-2.0,-0.13333333333333333,77,0.2126004016064257
chatgpt-4o,LBN,Lebanon,Other,Other,2.0,4.0,2.0,7.0,15.0,6.0,0.6875,-2.0,-0.13333333333333333,78,0.21536144578313254
chatgpt-4o,TJK,Tajikistan,Other,Other,2.0,4.0,2.0,7.0,15.0,6.0,0.6875,-2.0,-0.13333333333333333,79,0.21812248995983935
chatgpt-4o,UZB,Uzbekistan,Other,Other,2.0,4.0,2.0,7.0,15.0,6.0,0.6875,-2.0,-0.13333333333333333,80,0.22088353413654618
chatgpt-4o,ESH,Western Sahara,Other,Other,2.0,4.0,6.0,3.0,15.0,10.0,0.75390625,2.0,0.13333333333333333,81,0.24524661144578314
chatgpt-4o,SOM,Somalia,Other,Other,2.0,4.0,6.0,3.0,15.0,10.0,0.75390625,2.0,0.13333333333333333,82,0.24827434738955823
chatgpt-4o,TKM,Turkmenistan,Other,Other,2.0,4.0,6.0,3.0,15.0,10.0,0.75390625,2.0,0.13333333333333333,83,0.2513020833333333
chatgpt-4o,AFG,Afghanistan,Other,Other,0.0,6.0,8.0,1.0,15.0,14.0,0.79052734375,2.0,0.13333333333333333,84,0.26668392319277107
chatgpt-4o,BLR,Belarus,Other,Other,0.0,6.0,8.0,1.0,15.0,14.0,0.79052734375,2.0,0.13333333333333333,85,0.2698587318022088
chatgpt-4o,MMR,Myanmar,Other,Other,0.0,6.0,8.0,1.0,15.0,14.0,0.79052734375,2.0,0.13333333333333333,86,0.27303354041164657
chatgpt-4o,YEM,Yemen,Other,Other,0.0,6.0,8.0,1.0,15.0,14.0,0.79052734375,2.0,0.13333333333333333,87,0.2762083490210843
chatgpt-4o,ABW,Aruba,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,88,0.3534136546184739
chatgpt-4o,AIA,Anguilla,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,89,0.357429718875502
chatgpt-4o,ALA,Åland Islands,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,90,0.3614457831325301
chatgpt-4o,AND,Andorra,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,91,0.3654618473895582
chatgpt-4o,ARG,Argentina,Other,South America,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,92,0.36947791164658633
chatgpt-4o,ARM,Armenia,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,93,0.37349397590361444
chatgpt-4o,ASM,American Samoa,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,94,0.37751004016064255
chatgpt-4o,ATA,Antarctica,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,95,0.3815261044176707
chatgpt-4o,ATF,French Southern Territories,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,96,0.3855421686746988
chatgpt-4o,ATG,Antigua and Barbuda,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,97,0.3895582329317269
chatgpt-4o,AUS,Australia,FiveEyes,Oceania,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,98,0.39357429718875503
chatgpt-4o,AUT,Austria,EU,Europe,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,99,0.39759036144578314
chatgpt-4o,BEL,Belgium,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,100,0.40160642570281124
chatgpt-4o,BEN,Benin,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,101,0.40562248995983935
chatgpt-4o,BES,"Bonaire, Sint Eustatius and Saba",Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,102,0.40963855421686746
chatgpt-4o,BGR,Bulgaria,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,103,0.41365461847389556
chatgpt-4o,BLM,Saint Barthélemy,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,104,0.41767068273092367
chatgpt-4o,BMU,Bermuda,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,105,0.42168674698795183
chatgpt-4o,BRA,Brazil,BRICS,South America,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,106,0.42570281124497994
chatgpt-4o,BRB,Barbados,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,107,0.42971887550200805
chatgpt-4o,BRN,Brunei Darussalam,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,108,0.43373493975903615
chatgpt-4o,BTN,Bhutan,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,109,0.43775100401606426
chatgpt-4o,BVT,Bouvet Island,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,110,0.44176706827309237
chatgpt-4o,BWA,Botswana,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,111,0.4457831325301205
chatgpt-4o,CAN,Canada,FiveEyes,North America,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,112,0.4497991967871486
chatgpt-4o,CHE,Switzerland,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,113,0.4538152610441767
chatgpt-4o,CHL,Chile,Other,South America,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,114,0.4578313253012048
chatgpt-4o,COD,"Congo, The Democratic Republic of the",Other,Other,2.0,4.0,3.0,6.0,15.0,7.0,1.0,-1.0,-0.06666666666666667,115,0.46184738955823296
chatgpt-4o,COK,Cook Islands,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,116,0.46586345381526106
chatgpt-4o,COL,Colombia,Other,South America,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,117,0.46987951807228917
chatgpt-4o,CPV,Cabo Verde,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,118,0.4738955823293173
chatgpt-4o,CRI,Costa Rica,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,119,0.4779116465863454
chatgpt-4o,CUW,Curaçao,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,120,0.4819277108433735
chatgpt-4o,CYP,Cyprus,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,121,0.4859437751004016
chatgpt-4o,CZE,Czechia,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,122,0.4899598393574297
chatgpt-4o,DEU,Germany,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,123,0.4939759036144578
chatgpt-4o,DMA,Dominica,Other,Other,5.0,1.0,0.0,9.0,15.0,1.0,1.0,-1.0,-0.06666666666666667,124,0.4979919678714859
chatgpt-4o,DNK,Denmark,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,125,0.5020080321285141
chatgpt-4o,DOM,Dominican Republic,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,126,0.5060240963855421
chatgpt-4o,ECU,Ecuador,Other,South America,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,127,0.5100401606425703
chatgpt-4o,ESP,Spain,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,128,0.5140562248995983
chatgpt-4o,EST,Estonia,EU,Europe,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,129,0.5180722891566265
chatgpt-4o,FIN,Finland,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,130,0.5220883534136547
chatgpt-4o,FJI,Fiji,Other,Oceania,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,131,0.5261044176706827
chatgpt-4o,FLK,Falkland Islands (Malvinas),Other,Other,5.0,1.0,0.0,9.0,15.0,1.0,1.0,-1.0,-0.06666666666666667,132,0.5301204819277109
chatgpt-4o,FRA,France,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,133,0.5341365461847389
chatgpt-4o,FRO,Faroe Islands,Other,Other,5.0,1.0,0.0,9.0,15.0,1.0,1.0,-1.0,-0.06666666666666667,134,0.5381526104417671
chatgpt-4o,FSM,"Micronesia, Federated States of",Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,135,0.5421686746987951
chatgpt-4o,GBR,United Kingdom,FiveEyes,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,136,0.5461847389558233
chatgpt-4o,GEO,Georgia,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,137,0.5502008032128514
chatgpt-4o,GGY,Guernsey,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,138,0.5542168674698795
chatgpt-4o,GHA,Ghana,Other,Africa,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,139,0.5582329317269076
chatgpt-4o,GIB,Gibraltar,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,140,0.5622489959839357
chatgpt-4o,GLP,Guadeloupe,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,141,0.5662650602409639
chatgpt-4o,GRC,Greece,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,142,0.570281124497992
chatgpt-4o,GRD,Grenada,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,143,0.5742971887550201
chatgpt-4o,GRL,Greenland,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,144,0.5783132530120482
chatgpt-4o,GTM,Guatemala,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,145,0.5823293172690763
chatgpt-4o,GUF,French Guiana,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,146,0.5863453815261044
chatgpt-4o,GUM,Guam,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,147,0.5903614457831325
chatgpt-4o,GUY,Guyana,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,148,0.5943775100401606
chatgpt-4o,HMD,Heard Island and McDonald Islands,Other,Other,5.0,1.0,0.0,9.0,15.0,1.0,1.0,-1.0,-0.06666666666666667,149,0.5983935742971888
chatgpt-4o,HND,Honduras,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,150,0.6024096385542169
chatgpt-4o,HRV,Croatia,EU,Europe,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,151,0.606425702811245
chatgpt-4o,HUN,Hungary,EU,Europe,5.0,1.0,0.0,9.0,15.0,1.0,1.0,-1.0,-0.06666666666666667,152,0.6104417670682731
chatgpt-4o,IMN,Isle of Man,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,153,0.6144578313253012
chatgpt-4o,IND,India,BRICS,Asia,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,154,0.6184738955823293
chatgpt-4o,IRL,Ireland,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,155,0.6224899598393574
chatgpt-4o,ISL,Iceland,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,156,0.6265060240963856
chatgpt-4o,ISR,Israel,Other,Asia,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,157,0.6305220883534136
chatgpt-4o,ITA,Italy,EU,Europe,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,158,0.6345381526104418
chatgpt-4o,JAM,Jamaica,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,159,0.6385542168674698
chatgpt-4o,JEY,Jersey,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,160,0.642570281124498
chatgpt-4o,JOR,Jordan,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,161,0.6465863453815262
chatgpt-4o,JPN,Japan,Other,Asia,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,162,0.6506024096385542
chatgpt-4o,KEN,Kenya,Other,Africa,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,163,0.6546184738955824
chatgpt-4o,KGZ,Kyrgyzstan,Other,Other,2.0,4.0,3.0,6.0,15.0,7.0,1.0,-1.0,-0.06666666666666667,164,0.6586345381526104
chatgpt-4o,KIR,Kiribati,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,165,0.6626506024096386
chatgpt-4o,KOR,"Korea, Republic of",Other,Asia,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,166,0.6666666666666666
chatgpt-4o,LAO,Lao People's Democratic Republic,Other,Other,2.0,4.0,4.0,5.0,15.0,8.0,1.0,0.0,0.0,167,0.6706827309236948
chatgpt-4o,LCA,Saint Lucia,Other,Other,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,168,0.6746987951807228
chatgpt-4o,LIE,Liechtenstein,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,169,0.678714859437751
chatgpt-4o,LSO,Lesotho,Other,Other,5.0,1.0,0.0,9.0,15.0,1.0,1.0,-1.0,-0.06666666666666667,170,0.6827309236947792
chatgpt-4o,LTU,Lithuania,EU,Europe,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,171,0.6867469879518072
chatgpt-4o,LUX,Luxembourg,EU,Europe,6.0,0.0,1.0,8.0,15.0,1.0,1.0,1.0,0.06666666666666667,172,0.6907630522088354
chatgpt-4o,LVA,Latvia,EU,Europe,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,173,0.6947791164658634
chatgpt-4o,MAC,Macao,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,174,0.6987951807228916
chatgpt-4o,MAF,Saint Martin (French part),Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,175,0.7028112449799196
chatgpt-4o,MCO,Monaco,Other,Other,6.0,0.0,0.0,9.0,15.0,0.0,1.0,0.0,0.0,176,0.7068273092369478
chatgpt-4o,MDG,Madagascar,Other,Other,5.0,1.0,1.0,8.0,15.0,2.0,1.0,0.0,0.0,177,0.7108433734939759
chatgpt-4o,MDV,Maldives,Other,Other,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,178,0.714859437751004
chatgpt-4o,MEX,Mexico,Other,North America,4.0,2.0,1.0,8.0,15.0,3.0,1.0,-1.0,-0.06666666666666667,179,0.7188755020080321
