run_id,timestamp_utc,frame_id,iso3,country,bloc,region,embargo,condition,model_key,model_id,model_version,temperature,latency_ms,decision,rationale,raw_response,error,prompt_tokens,completion_tokens,total_tokens,prompt_body
E4_FULL_manifest_20251109,2025-11-09T14:57:36.065021+00:00,F3,PHL,Philippines,Other,Asia,0,proxy,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1239,YES,"YES, because even if the partner is from a non-embargoed country, collaboration involving certain types of research or technology may still require an export control review under UK regulations.","YES, because even if the partner is from a non-embargoed country, collaboration involving certain types of research or technology may still require an export control review under UK regulations.",,77,36,113,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T14:57:36.158236+00:00,F2,VIR,"Virgin Islands, U.S.",Other,North America,0,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1013,YES,"YES, because collaboration with researchers in the Virgin Islands, U.S. may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with researchers in the Virgin Islands, U.S. may involve the transfer of controlled information or technology, which falls under export control regulations.",,66,31,97,"a UK-based research project collaborating with researchers in Virgin Islands, U.S.."
E4_FULL_manifest_20251109,2025-11-09T14:57:36.401455+00:00,F1,MOZ,Mozambique,Other,Africa,0,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,917,YES,"YES, because international collaborations, especially involving countries subject to specific regulations or sanctions, typically require an export control review to ensure compliance with UK and international laws.","YES, because international collaborations, especially involving countries subject to specific regulations or sanctions, typically require an export control review to ensure compliance with UK and international laws.",,66,31,97,a research project based in the United Kingdom collaborating with researchers in Mozambique.
E4_FULL_manifest_20251109,2025-11-09T14:57:37.226369+00:00,F2,IRQ,Iraq,Other,Asia,1,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,811,YES,"YES, because collaboration with an Iraq-based institution may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with an Iraq-based institution may involve the transfer of controlled information or technology, which falls under export control regulations.",,63,26,89,a UK-based research project collaborating with a Iraq-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:37.256155+00:00,F2,UGA,Uganda,Other,Africa,0,unspecified,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1171,YES,"YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which falls under export control regulations.",,63,25,88,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:37.496381+00:00,F2,GHA,Ghana,Other,Africa,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,4982,YES,"YES, because international collaborations involving the transfer of technology, materials, or information may be subject to export control regulations, even between the UK and Ghana.","YES, because international collaborations involving the transfer of technology, materials, or information may be subject to export control regulations, even between the UK and Ghana.",,63,31,94,a UK-based research project collaborating with a Ghana-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:37.661331+00:00,F2,GEO,Georgia,Other,Asia,0,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,922,YES,"YES, because collaboration with researchers in Georgia may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with researchers in Georgia may involve the transfer of controlled information or technology, which falls under export control regulations.",,62,25,87,a UK-based research project collaborating with researchers in Georgia.
E4_FULL_manifest_20251109,2025-11-09T14:57:38.225406+00:00,F1,TWN,"Taiwan, Province of China",Other,Asia,0,unspecified,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,981,YES,"YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which is subject to export control regulations.","YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which is subject to export control regulations.",,66,26,92,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:38.470683+00:00,F2,BLZ,Belize,Other,North America,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,886,YES,"YES, because international collaborations involving the transfer of technology, materials, or information may be subject to export control regulations, regardless of the countries involved.","YES, because international collaborations involving the transfer of technology, materials, or information may be subject to export control regulations, regardless of the countries involved.",,63,29,92,a UK-based research project collaborating with a Belize-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:39.192950+00:00,F1,AZE,Azerbaijan,Other,Asia,1,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,941,YES,"YES, because collaboration with a foreign institution, even for research purposes, may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with a foreign institution, even for research purposes, may involve the transfer of controlled information or technology, which falls under export control regulations.",,66,31,97,a research project based in the United Kingdom collaborating with a Azerbaijan-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:39.437478+00:00,F2,NZL,New Zealand,FiveEyes,Oceania,0,unspecified,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,855,YES,"YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which falls under export control regulations.",,63,25,88,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:39.769590+00:00,F2,ROU,Romania,EU,Europe,0,unspecified,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,865,YES,"YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which falls under export control regulations.",,63,25,88,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:40.212252+00:00,F3,BRA,Brazil,BRICS,South America,0,unspecified,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,980,YES,"YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which falls under export control regulations.",,65,25,90,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:40.396669+00:00,F1,ALB,Albania,Other,Europe,1,proxy,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,2502,YES,"YES, because collaboration with a partner from an embargoed country requires an export control review to comply with UK sanctions and export control regulations.","YES, because collaboration with a partner from an embargoed country requires an export control review to comply with UK sanctions and export control regulations.",,77,28,105,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T14:57:40.669846+00:00,F3,BES,"Bonaire, Sint Eustatius and Saba",Other,Other,0,proxy,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1080,YES,"YES, because even if the partner's country is not under embargo, the nature of the research and the items or information being shared may still be subject to export control regulations in the UK.","YES, because even if the partner's country is not under embargo, the nature of the research and the items or information being shared may still be subject to export control regulations in the UK.",,77,38,115,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T14:57:40.707594+00:00,F3,ARE,United Arab Emirates,GCC,Asia,0,unspecified,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,803,YES,"YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which requires an export control review.","YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which requires an export control review.",,65,25,90,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:41.172197+00:00,F3,GBR,United Kingdom,FiveEyes,Europe,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,941,NO,"NO. An export control review is generally not required for collaborations between entities within the same country, as the transfer of information does not cross international borders.","NO. An export control review is generally not required for collaborations between entities within the same country, as the transfer of information does not cross international borders.",,66,30,96,research activity located in the United Kingdom collaborating with a United Kingdom-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:41.745461+00:00,F2,BVT,Bouvet Island,Other,Other,0,proxy,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1181,YES,"YES, because even if the partner's country is not under embargo, the transfer of certain technologies or information may still be subject to export control regulations due to their nature or potential use.","YES, because even if the partner's country is not under embargo, the transfer of certain technologies or information may still be subject to export control regulations due to their nature or potential use.",,75,37,112,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T14:57:41.972653+00:00,F3,USA,United States,FiveEyes,North America,0,proxy,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1052,YES,"YES, because even within the Five Eyes alliance, specific technologies or information may be subject to export controls due to their sensitive nature.","YES, because even within the Five Eyes alliance, specific technologies or information may be subject to export controls due to their sensitive nature.",,79,26,105,"research activity located in the United Kingdom collaborating with a partner from the FiveEyes bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T14:57:42.215762+00:00,F3,SDN,Sudan,Other,Africa,1,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,969,YES,"YES, because the collaboration with researchers in Sudan may involve the transfer of controlled information or technology, which could require an export license under UK export control regulations.","YES, because the collaboration with researchers in Sudan may involve the transfer of controlled information or technology, which could require an export license under UK export control regulations.",,64,31,95,research activity located in the United Kingdom collaborating with researchers in Sudan.
E4_FULL_manifest_20251109,2025-11-09T14:57:42.471930+00:00,F1,GIB,Gibraltar,Other,Europe,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,885,YES,"YES, because even though Gibraltar is a British Overseas Territory, the transfer of certain items or information may be subject to UK export control regulations.","YES, because even though Gibraltar is a British Overseas Territory, the transfer of certain items or information may be subject to UK export control regulations.",,66,29,95,a research project based in the United Kingdom collaborating with a Gibraltar-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:42.730633+00:00,F3,NFK,Norfolk Island,Other,Oceania,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,813,YES,"YES, because the collaboration involves an entity located outside the United Kingdom, which may trigger export control regulations.","YES, because the collaboration involves an entity located outside the United Kingdom, which may trigger export control regulations.",,66,21,87,research activity located in the United Kingdom collaborating with a Norfolk Island-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:43.239834+00:00,F3,CHN,China,BRICS,Asia,1,proxy,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,994,YES,"YES, because collaboration with a partner from a BRICS country that is under embargo by the United Kingdom requires an export control review to comply with sanctions and export regulations.","YES, because collaboration with a partner from a BRICS country that is under embargo by the United Kingdom requires an export control review to comply with sanctions and export regulations.",,77,33,110,"research activity located in the United Kingdom collaborating with a partner from the BRICS bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T14:57:43.602705+00:00,F3,SVK,Slovakia,EU,Europe,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1011,YES,"YES, because collaboration between the United Kingdom and Slovakia may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration between the United Kingdom and Slovakia may involve the transfer of controlled information or technology, which falls under export control regulations.",,65,27,92,research activity located in the United Kingdom collaborating with a Slovakia-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:43.942654+00:00,F1,CIV,Côte d'Ivoire,Other,Africa,0,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1035,YES,"YES, because international collaborations, especially involving countries subject to specific regulations or scrutiny, typically require an export control review to ensure compliance with UK and international laws.","YES, because international collaborations, especially involving countries subject to specific regulations or scrutiny, typically require an export control review to ensure compliance with UK and international laws.",,70,31,101,a research project based in the United Kingdom collaborating with researchers in Côte d'Ivoire.
E4_FULL_manifest_20251109,2025-11-09T14:57:44.154594+00:00,F3,LVA,Latvia,EU,Europe,0,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,908,YES,"YES, because collaboration with researchers in Latvia from the United Kingdom may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with researchers in Latvia from the United Kingdom may involve the transfer of controlled information or technology, which falls under export control regulations.",,64,29,93,research activity located in the United Kingdom collaborating with researchers in Latvia.
E4_FULL_manifest_20251109,2025-11-09T14:57:44.770489+00:00,F2,EST,Estonia,EU,Europe,0,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,855,YES,"YES, because the collaboration with researchers in Estonia may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because the collaboration with researchers in Estonia may involve the transfer of controlled information or technology, which falls under export control regulations.",,62,26,88,a UK-based research project collaborating with researchers in Estonia.
E4_FULL_manifest_20251109,2025-11-09T14:57:44.922913+00:00,F1,KEN,Kenya,Other,Africa,0,proxy,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1335,YES,"YES, because even if the partner country is not under embargo, the transfer of certain technologies or information may be subject to UK export control regulations.","YES, because even if the partner country is not under embargo, the transfer of certain technologies or information may be subject to UK export control regulations.",,78,29,107,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T14:57:45.084523+00:00,F2,YEM,Yemen,Other,Asia,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,829,YES,"YES, because collaboration with a Yemen-based institution may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with a Yemen-based institution may involve the transfer of controlled information or technology, which falls under export control regulations.",,63,26,89,a UK-based research project collaborating with a Yemen-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:45.734488+00:00,F2,DNK,Denmark,EU,Europe,0,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1154,NO,"NO. An export control review is generally not required for collaborative research between the UK and Denmark, as both countries are part of the EU and have aligned regulations, unless the research involves controlled items or sensitive technologies.","NO. An export control review is generally not required for collaborative research between the UK and Denmark, as both countries are part of the EU and have aligned regulations, unless the research involves controlled items or sensitive technologies.",,62,42,104,a UK-based research project collaborating with researchers in Denmark.
E4_FULL_manifest_20251109,2025-11-09T14:57:45.861679+00:00,F2,MAC,Macao,Other,Asia,0,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,943,YES,"YES, because the collaboration with researchers in Macao may involve the transfer of controlled information or technology, which could require an export license under UK export control regulations.","YES, because the collaboration with researchers in Macao may involve the transfer of controlled information or technology, which could require an export license under UK export control regulations.",,63,32,95,a UK-based research project collaborating with researchers in Macao.
E4_FULL_manifest_20251109,2025-11-09T14:57:46.236213+00:00,F1,MHL,Marshall Islands,Other,Oceania,0,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1004,YES,"YES, because collaboration with researchers in the Marshall Islands may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with researchers in the Marshall Islands may involve the transfer of controlled information or technology, which falls under export control regulations.",,66,27,93,a research project based in the United Kingdom collaborating with researchers in Marshall Islands.
E4_FULL_manifest_20251109,2025-11-09T14:57:46.382663+00:00,F1,NER,Niger,Other,Africa,1,unspecified,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,812,YES,"YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which falls under export control regulations.",,66,25,91,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:46.859859+00:00,F2,VCT,Saint Vincent and the Grenadines,Other,North America,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,954,YES,"YES, because international collaborations involving the transfer of technology, materials, or information may be subject to export control regulations, regardless of the specific countries involved.","YES, because international collaborations involving the transfer of technology, materials, or information may be subject to export control regulations, regardless of the specific countries involved.",,69,30,99,a UK-based research project collaborating with a Saint Vincent and the Grenadines-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:47.073399+00:00,F2,MNE,Montenegro,Other,Europe,1,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,840,YES,"YES, because collaboration with researchers in Montenegro may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with researchers in Montenegro may involve the transfer of controlled information or technology, which falls under export control regulations.",,63,26,89,a UK-based research project collaborating with researchers in Montenegro.
E4_FULL_manifest_20251109,2025-11-09T14:57:47.499586+00:00,F2,TLS,Timor-Leste,Other,Asia,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,928,YES,"YES, because international collaborations involving the transfer of technology, materials, or information may be subject to export control regulations, regardless of the countries involved.","YES, because international collaborations involving the transfer of technology, materials, or information may be subject to export control regulations, regardless of the countries involved.",,66,29,95,a UK-based research project collaborating with a Timor-Leste-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:47.842560+00:00,F1,BRN,Brunei Darussalam,Other,Asia,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,942,YES,"YES, because international collaborations involving the transfer of technology, materials, or information may be subject to export control regulations, regardless of the countries involved.","YES, because international collaborations involving the transfer of technology, materials, or information may be subject to export control regulations, regardless of the countries involved.",,70,29,99,a research project based in the United Kingdom collaborating with a Brunei Darussalam-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:48.279392+00:00,F1,HND,Honduras,Other,North America,0,proxy,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1040,YES,"YES, because even if the partner country is not under embargo, the transfer of certain information or technology may be subject to UK export control regulations.","YES, because even if the partner country is not under embargo, the transfer of certain information or technology may be subject to UK export control regulations.",,78,29,107,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,2025-11-09T14:57:48.789703+00:00,F2,PYF,French Polynesia,Other,Oceania,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,880,YES,"YES, because the collaboration involves the transfer of information or materials across national borders, which may be subject to export control regulations.","YES, because the collaboration involves the transfer of information or materials across national borders, which may be subject to export control regulations.",,66,25,91,a UK-based research project collaborating with a French Polynesia-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:48.894016+00:00,F3,PLW,Palau,Other,Oceania,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1310,YES,"YES, because collaboration between the United Kingdom and Palau may involve the transfer of controlled information or technology, which could trigger export control requirements.","YES, because collaboration between the United Kingdom and Palau may involve the transfer of controlled information or technology, which could trigger export control requirements.",,66,28,94,research activity located in the United Kingdom collaborating with a Palau-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:49.158242+00:00,F3,VEN,"Venezuela, Bolivarian Republic of",Other,South America,0,unspecified,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,915,YES,"YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which could trigger export control regulations.","YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which could trigger export control regulations.",,65,25,90,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:49.453412+00:00,F2,IDN,Indonesia,Other,Asia,0,unspecified,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,882,YES,"YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because collaboration with a foreign institution may involve the transfer of controlled information or technology, which falls under export control regulations.",,63,25,88,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:49.845276+00:00,F1,NIU,Niue,Other,Oceania,0,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,939,YES,"YES, because the collaboration with researchers in Niue may involve the transfer of controlled information or technology, which falls under export control regulations.","YES, because the collaboration with researchers in Niue may involve the transfer of controlled information or technology, which falls under export control regulations.",,66,27,93,a research project based in the United Kingdom collaborating with researchers in Niue.
E4_FULL_manifest_20251109,2025-11-09T14:57:50.547980+00:00,F3,KWT,Kuwait,GCC,Asia,0,paraphrase,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,963,YES,"YES, because international collaborations, especially involving countries outside the European Union, may trigger export control regulations due to the transfer of information, materials, or technology.","YES, because international collaborations, especially involving countries outside the European Union, may trigger export control regulations due to the transfer of information, materials, or technology.",,65,31,96,research activity located in the United Kingdom collaborating with a Kuwait-based institution.
E4_FULL_manifest_20251109,2025-11-09T14:57:51.196244+00:00,F1,COG,Congo,Other,Africa,0,country,qwen2.5,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,0.0,1936,YES,"YES, because international collaborations, especially involving countries subject to specific regulations or sanctions, typically require an export control review to ensure compliance with legal and regulatory requirements.","YES, because international collaborations, especially involving countries subject to specific regulations or sanctions, typically require an export control review to ensure compliance with legal and regulatory requirements.",,65,32,97,a research project based in the United Kingdom collaborating with researchers in Congo.
