run_id,iso3,country,bloc,region,embargo,frame_id,condition,prompt_body
E4_FULL_manifest_20251109,ALA,Åland Islands,Other,Other,0,F1,unspecified,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ALA,Åland Islands,Other,Other,0,F1,paraphrase,a research project based in the United Kingdom collaborating with a Åland Islands-based institution.
E4_FULL_manifest_20251109,ALA,Åland Islands,Other,Other,0,F1,proxy,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ALA,Åland Islands,Other,Other,0,F2,country,a UK-based research project collaborating with researchers in Åland Islands.
E4_FULL_manifest_20251109,ALA,Åland Islands,Other,Other,0,F2,unspecified,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ALA,Åland Islands,Other,Other,0,F2,paraphrase,a UK-based research project collaborating with a Åland Islands-based institution.
E4_FULL_manifest_20251109,ALA,Åland Islands,Other,Other,0,F2,proxy,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ALA,Åland Islands,Other,Other,0,F3,country,research activity located in the United Kingdom collaborating with researchers in Åland Islands.
E4_FULL_manifest_20251109,ALA,Åland Islands,Other,Other,0,F3,unspecified,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ALA,Åland Islands,Other,Other,0,F3,paraphrase,research activity located in the United Kingdom collaborating with a Åland Islands-based institution.
E4_FULL_manifest_20251109,ALA,Åland Islands,Other,Other,0,F3,proxy,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ALB,Albania,Other,Europe,1,F1,country,a research project based in the United Kingdom collaborating with researchers in Albania.
E4_FULL_manifest_20251109,ALB,Albania,Other,Europe,1,F1,unspecified,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ALB,Albania,Other,Europe,1,F1,paraphrase,a research project based in the United Kingdom collaborating with a Albania-based institution.
E4_FULL_manifest_20251109,ALB,Albania,Other,Europe,1,F1,proxy,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ALB,Albania,Other,Europe,1,F2,country,a UK-based research project collaborating with researchers in Albania.
E4_FULL_manifest_20251109,ALB,Albania,Other,Europe,1,F2,unspecified,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ALB,Albania,Other,Europe,1,F2,paraphrase,a UK-based research project collaborating with a Albania-based institution.
E4_FULL_manifest_20251109,ALB,Albania,Other,Europe,1,F2,proxy,"a UK-based research project collaborating with a partner from the Other bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ALB,Albania,Other,Europe,1,F3,country,research activity located in the United Kingdom collaborating with researchers in Albania.
E4_FULL_manifest_20251109,ALB,Albania,Other,Europe,1,F3,unspecified,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ALB,Albania,Other,Europe,1,F3,paraphrase,research activity located in the United Kingdom collaborating with a Albania-based institution.
E4_FULL_manifest_20251109,ALB,Albania,Other,Europe,1,F3,proxy,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,AND,Andorra,Other,Europe,0,F1,country,a research project based in the United Kingdom collaborating with researchers in Andorra.
E4_FULL_manifest_20251109,AND,Andorra,Other,Europe,0,F1,unspecified,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,AND,Andorra,Other,Europe,0,F1,paraphrase,a research project based in the United Kingdom collaborating with a Andorra-based institution.
E4_FULL_manifest_20251109,AND,Andorra,Other,Europe,0,F1,proxy,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,AND,Andorra,Other,Europe,0,F2,country,a UK-based research project collaborating with researchers in Andorra.
E4_FULL_manifest_20251109,AND,Andorra,Other,Europe,0,F2,unspecified,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,AND,Andorra,Other,Europe,0,F2,paraphrase,a UK-based research project collaborating with a Andorra-based institution.
E4_FULL_manifest_20251109,AND,Andorra,Other,Europe,0,F2,proxy,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,AND,Andorra,Other,Europe,0,F3,country,research activity located in the United Kingdom collaborating with researchers in Andorra.
E4_FULL_manifest_20251109,AND,Andorra,Other,Europe,0,F3,unspecified,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,AND,Andorra,Other,Europe,0,F3,paraphrase,research activity located in the United Kingdom collaborating with a Andorra-based institution.
E4_FULL_manifest_20251109,AND,Andorra,Other,Europe,0,F3,proxy,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ARE,United Arab Emirates,GCC,Asia,0,F1,country,a research project based in the United Kingdom collaborating with researchers in United Arab Emirates.
E4_FULL_manifest_20251109,ARE,United Arab Emirates,GCC,Asia,0,F1,unspecified,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ARE,United Arab Emirates,GCC,Asia,0,F1,paraphrase,a research project based in the United Kingdom collaborating with a United Arab Emirates-based institution.
E4_FULL_manifest_20251109,ARE,United Arab Emirates,GCC,Asia,0,F1,proxy,"a research project based in the United Kingdom collaborating with a partner from the GCC bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ARE,United Arab Emirates,GCC,Asia,0,F2,country,a UK-based research project collaborating with researchers in United Arab Emirates.
E4_FULL_manifest_20251109,ARE,United Arab Emirates,GCC,Asia,0,F2,unspecified,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ARE,United Arab Emirates,GCC,Asia,0,F2,paraphrase,a UK-based research project collaborating with a United Arab Emirates-based institution.
E4_FULL_manifest_20251109,ARE,United Arab Emirates,GCC,Asia,0,F2,proxy,"a UK-based research project collaborating with a partner from the GCC bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ARE,United Arab Emirates,GCC,Asia,0,F3,country,research activity located in the United Kingdom collaborating with researchers in United Arab Emirates.
E4_FULL_manifest_20251109,ARE,United Arab Emirates,GCC,Asia,0,F3,unspecified,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ARE,United Arab Emirates,GCC,Asia,0,F3,paraphrase,research activity located in the United Kingdom collaborating with a United Arab Emirates-based institution.
E4_FULL_manifest_20251109,ARE,United Arab Emirates,GCC,Asia,0,F3,proxy,"research activity located in the United Kingdom collaborating with a partner from the GCC bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ARG,Argentina,Other,South America,1,F1,country,a research project based in the United Kingdom collaborating with researchers in Argentina.
E4_FULL_manifest_20251109,ARG,Argentina,Other,South America,1,F1,unspecified,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ARG,Argentina,Other,South America,1,F1,paraphrase,a research project based in the United Kingdom collaborating with a Argentina-based institution.
E4_FULL_manifest_20251109,ARG,Argentina,Other,South America,1,F1,proxy,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ARG,Argentina,Other,South America,1,F2,country,a UK-based research project collaborating with researchers in Argentina.
E4_FULL_manifest_20251109,ARG,Argentina,Other,South America,1,F2,unspecified,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ARG,Argentina,Other,South America,1,F2,paraphrase,a UK-based research project collaborating with a Argentina-based institution.
E4_FULL_manifest_20251109,ARG,Argentina,Other,South America,1,F2,proxy,"a UK-based research project collaborating with a partner from the Other bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ARG,Argentina,Other,South America,1,F3,country,research activity located in the United Kingdom collaborating with researchers in Argentina.
E4_FULL_manifest_20251109,ARG,Argentina,Other,South America,1,F3,unspecified,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ARG,Argentina,Other,South America,1,F3,paraphrase,research activity located in the United Kingdom collaborating with a Argentina-based institution.
E4_FULL_manifest_20251109,ARG,Argentina,Other,South America,1,F3,proxy,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ARM,Armenia,Other,Asia,1,F1,country,a research project based in the United Kingdom collaborating with researchers in Armenia.
E4_FULL_manifest_20251109,ARM,Armenia,Other,Asia,1,F1,unspecified,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ARM,Armenia,Other,Asia,1,F1,paraphrase,a research project based in the United Kingdom collaborating with a Armenia-based institution.
E4_FULL_manifest_20251109,ARM,Armenia,Other,Asia,1,F1,proxy,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ARM,Armenia,Other,Asia,1,F2,country,a UK-based research project collaborating with researchers in Armenia.
E4_FULL_manifest_20251109,ARM,Armenia,Other,Asia,1,F2,unspecified,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ARM,Armenia,Other,Asia,1,F2,paraphrase,a UK-based research project collaborating with a Armenia-based institution.
E4_FULL_manifest_20251109,ARM,Armenia,Other,Asia,1,F2,proxy,"a UK-based research project collaborating with a partner from the Other bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ARM,Armenia,Other,Asia,1,F3,country,research activity located in the United Kingdom collaborating with researchers in Armenia.
E4_FULL_manifest_20251109,ARM,Armenia,Other,Asia,1,F3,unspecified,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ARM,Armenia,Other,Asia,1,F3,paraphrase,research activity located in the United Kingdom collaborating with a Armenia-based institution.
E4_FULL_manifest_20251109,ARM,Armenia,Other,Asia,1,F3,proxy,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ASM,American Samoa,Other,Oceania,0,F1,country,a research project based in the United Kingdom collaborating with researchers in American Samoa.
E4_FULL_manifest_20251109,ASM,American Samoa,Other,Oceania,0,F1,unspecified,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ASM,American Samoa,Other,Oceania,0,F1,paraphrase,a research project based in the United Kingdom collaborating with a American Samoa-based institution.
E4_FULL_manifest_20251109,ASM,American Samoa,Other,Oceania,0,F1,proxy,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ASM,American Samoa,Other,Oceania,0,F2,country,a UK-based research project collaborating with researchers in American Samoa.
E4_FULL_manifest_20251109,ASM,American Samoa,Other,Oceania,0,F2,unspecified,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ASM,American Samoa,Other,Oceania,0,F2,paraphrase,a UK-based research project collaborating with a American Samoa-based institution.
E4_FULL_manifest_20251109,ASM,American Samoa,Other,Oceania,0,F2,proxy,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ASM,American Samoa,Other,Oceania,0,F3,country,research activity located in the United Kingdom collaborating with researchers in American Samoa.
E4_FULL_manifest_20251109,ASM,American Samoa,Other,Oceania,0,F3,unspecified,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ASM,American Samoa,Other,Oceania,0,F3,paraphrase,research activity located in the United Kingdom collaborating with a American Samoa-based institution.
E4_FULL_manifest_20251109,ASM,American Samoa,Other,Oceania,0,F3,proxy,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ATA,Antarctica,Other,Other,0,F1,country,a research project based in the United Kingdom collaborating with researchers in Antarctica.
E4_FULL_manifest_20251109,ATA,Antarctica,Other,Other,0,F1,unspecified,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ATA,Antarctica,Other,Other,0,F1,paraphrase,a research project based in the United Kingdom collaborating with a Antarctica-based institution.
E4_FULL_manifest_20251109,ATA,Antarctica,Other,Other,0,F1,proxy,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ATA,Antarctica,Other,Other,0,F2,country,a UK-based research project collaborating with researchers in Antarctica.
E4_FULL_manifest_20251109,ATA,Antarctica,Other,Other,0,F2,unspecified,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ATA,Antarctica,Other,Other,0,F2,paraphrase,a UK-based research project collaborating with a Antarctica-based institution.
E4_FULL_manifest_20251109,ATA,Antarctica,Other,Other,0,F2,proxy,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ATA,Antarctica,Other,Other,0,F3,country,research activity located in the United Kingdom collaborating with researchers in Antarctica.
E4_FULL_manifest_20251109,ATA,Antarctica,Other,Other,0,F3,unspecified,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ATA,Antarctica,Other,Other,0,F3,paraphrase,research activity located in the United Kingdom collaborating with a Antarctica-based institution.
E4_FULL_manifest_20251109,ATA,Antarctica,Other,Other,0,F3,proxy,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ATF,French Southern Territories,Other,Other,0,F1,country,a research project based in the United Kingdom collaborating with researchers in French Southern Territories.
E4_FULL_manifest_20251109,ATF,French Southern Territories,Other,Other,0,F1,unspecified,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ATF,French Southern Territories,Other,Other,0,F1,paraphrase,a research project based in the United Kingdom collaborating with a French Southern Territories-based institution.
E4_FULL_manifest_20251109,ATF,French Southern Territories,Other,Other,0,F1,proxy,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ATF,French Southern Territories,Other,Other,0,F2,country,a UK-based research project collaborating with researchers in French Southern Territories.
E4_FULL_manifest_20251109,ATF,French Southern Territories,Other,Other,0,F2,unspecified,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ATF,French Southern Territories,Other,Other,0,F2,paraphrase,a UK-based research project collaborating with a French Southern Territories-based institution.
E4_FULL_manifest_20251109,ATF,French Southern Territories,Other,Other,0,F2,proxy,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ATF,French Southern Territories,Other,Other,0,F3,country,research activity located in the United Kingdom collaborating with researchers in French Southern Territories.
E4_FULL_manifest_20251109,ATF,French Southern Territories,Other,Other,0,F3,unspecified,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ATF,French Southern Territories,Other,Other,0,F3,paraphrase,research activity located in the United Kingdom collaborating with a French Southern Territories-based institution.
E4_FULL_manifest_20251109,ATF,French Southern Territories,Other,Other,0,F3,proxy,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ATG,Antigua and Barbuda,Other,North America,0,F1,country,a research project based in the United Kingdom collaborating with researchers in Antigua and Barbuda.
E4_FULL_manifest_20251109,ATG,Antigua and Barbuda,Other,North America,0,F1,unspecified,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ATG,Antigua and Barbuda,Other,North America,0,F1,paraphrase,a research project based in the United Kingdom collaborating with a Antigua and Barbuda-based institution.
E4_FULL_manifest_20251109,ATG,Antigua and Barbuda,Other,North America,0,F1,proxy,"a research project based in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ATG,Antigua and Barbuda,Other,North America,0,F2,country,a UK-based research project collaborating with researchers in Antigua and Barbuda.
E4_FULL_manifest_20251109,ATG,Antigua and Barbuda,Other,North America,0,F2,unspecified,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ATG,Antigua and Barbuda,Other,North America,0,F2,paraphrase,a UK-based research project collaborating with a Antigua and Barbuda-based institution.
E4_FULL_manifest_20251109,ATG,Antigua and Barbuda,Other,North America,0,F2,proxy,"a UK-based research project collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,ATG,Antigua and Barbuda,Other,North America,0,F3,country,research activity located in the United Kingdom collaborating with researchers in Antigua and Barbuda.
E4_FULL_manifest_20251109,ATG,Antigua and Barbuda,Other,North America,0,F3,unspecified,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,ATG,Antigua and Barbuda,Other,North America,0,F3,paraphrase,research activity located in the United Kingdom collaborating with a Antigua and Barbuda-based institution.
E4_FULL_manifest_20251109,ATG,Antigua and Barbuda,Other,North America,0,F3,proxy,"research activity located in the United Kingdom collaborating with a partner from the Other bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,AUS,Australia,FiveEyes,Oceania,0,F1,country,a research project based in the United Kingdom collaborating with researchers in Australia.
E4_FULL_manifest_20251109,AUS,Australia,FiveEyes,Oceania,0,F1,unspecified,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,AUS,Australia,FiveEyes,Oceania,0,F1,paraphrase,a research project based in the United Kingdom collaborating with a Australia-based institution.
E4_FULL_manifest_20251109,AUS,Australia,FiveEyes,Oceania,0,F1,proxy,"a research project based in the United Kingdom collaborating with a partner from the FiveEyes bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,AUS,Australia,FiveEyes,Oceania,0,F2,country,a UK-based research project collaborating with researchers in Australia.
E4_FULL_manifest_20251109,AUS,Australia,FiveEyes,Oceania,0,F2,unspecified,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,AUS,Australia,FiveEyes,Oceania,0,F2,paraphrase,a UK-based research project collaborating with a Australia-based institution.
E4_FULL_manifest_20251109,AUS,Australia,FiveEyes,Oceania,0,F2,proxy,"a UK-based research project collaborating with a partner from the FiveEyes bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,AUS,Australia,FiveEyes,Oceania,0,F3,country,research activity located in the United Kingdom collaborating with researchers in Australia.
E4_FULL_manifest_20251109,AUS,Australia,FiveEyes,Oceania,0,F3,unspecified,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,AUS,Australia,FiveEyes,Oceania,0,F3,paraphrase,research activity located in the United Kingdom collaborating with a Australia-based institution.
E4_FULL_manifest_20251109,AUS,Australia,FiveEyes,Oceania,0,F3,proxy,"research activity located in the United Kingdom collaborating with a partner from the FiveEyes bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,AUT,Austria,EU,Europe,0,F1,country,a research project based in the United Kingdom collaborating with researchers in Austria.
E4_FULL_manifest_20251109,AUT,Austria,EU,Europe,0,F1,unspecified,a research project based in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,AUT,Austria,EU,Europe,0,F1,paraphrase,a research project based in the United Kingdom collaborating with a Austria-based institution.
E4_FULL_manifest_20251109,AUT,Austria,EU,Europe,0,F1,proxy,"a research project based in the United Kingdom collaborating with a partner from the EU bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,AUT,Austria,EU,Europe,0,F2,country,a UK-based research project collaborating with researchers in Austria.
E4_FULL_manifest_20251109,AUT,Austria,EU,Europe,0,F2,unspecified,a UK-based research project collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,AUT,Austria,EU,Europe,0,F2,paraphrase,a UK-based research project collaborating with a Austria-based institution.
E4_FULL_manifest_20251109,AUT,Austria,EU,Europe,0,F2,proxy,"a UK-based research project collaborating with a partner from the EU bloc, which is not embargoed by the United Kingdom."
E4_FULL_manifest_20251109,AUT,Austria,EU,Europe,0,F3,country,research activity located in the United Kingdom collaborating with researchers in Austria.
E4_FULL_manifest_20251109,AUT,Austria,EU,Europe,0,F3,unspecified,research activity located in the United Kingdom collaborating with an unspecified foreign institution.
E4_FULL_manifest_20251109,AUT,Austria,EU,Europe,0,F3,paraphrase,research activity located in the United Kingdom collaborating with a Austria-based institution.
E4_FULL_manifest_20251109,AUT,Austria,EU,Europe,0,F3,proxy,"research activity located in the United Kingdom collaborating with a partner from the EU bloc, which is not embargoed by the United Kingdom."
